86	365	1512
-68	-392	1456	281	-392	1502
-68	-392	1456	281	-392	1502
-68	-392	1456	280	-392	1502
-68	-392	1456	280	-392	1502
-68	-392	1456	280	-392	1502
-68	-392	1456	280	-392	1502
-68	-393	1456	280	-392	1502
-68	-393	1456	280	-392	1502
-68	-393	1455	280	-392	1502
-68	-393	1455	280	-392	1502
-69	-393	1455	279	-392	1502
-69	-393	1455	279	-392	1502
-69	-393	1455	279	-392	1502
-69	-393	1455	279	-392	1502
-69	-393	1455	279	-393	1502
-69	-393	1455	279	-393	1502
-69	-393	1455	279	-393	1501
-69	-393	1455	279	-393	1501
-69	-393	1455	278	-393	1501
-69	-393	1455	278	-393	1501
-69	-393	1455	278	-393	1501
-69	-393	1455	278	-393	1501
-69	-393	1455	278	-393	1501
-69	-393	1455	278	-393	1501
-69	-393	1455	278	-393	1501
-69	-393	1455	278	-393	1501
-69	-393	1455	278	-393	1501
-69	-393	1455	278	-393	1501
-70	-393	1455	277	-393	1501
-70	-393	1455	277	-393	1501
-70	-393	1455	277	-393	1501
-70	-393	1455	277	-393	1501
-70	-393	1455	277	-394	1501
-70	-393	1455	277	-394	1501
-70	-393	1456	277	-394	1501
-70	-393	1456	277	-394	1501
-71	-393	1456	277	-394	1501
-71	-393	1456	277	-394	1501
-72	-394	1457	277	-394	1501
-72	-394	1457	277	-394	1501
-74	-394	1458	277	-394	1501
-74	-394	1458	277	-394	1501
-76	-395	1460	277	-394	1501
-76	-395	1460	277	-394	1501
-80	-395	1461	277	-395	1501
-80	-395	1461	277	-395	1501
-83	-396	1461	277	-396	1501
-83	-396	1461	277	-396	1501
-86	-396	1460	278	-398	1499
-86	-396	1460	278	-398	1499
-89	-397	1455	278	-400	1493
-89	-397	1455	278	-400	1493
-93	-397	1441	279	-403	1483
-93	-397	1441	279	-403	1483
-96	-396	1420	279	-403	1464
-96	-396	1420	279	-403	1464
-93	-378	1364	277	-394	1425
-93	-378	1364	277	-394	1425
-80	-342	1304	274	-371	1373
-80	-342	1304	274	-371	1373
-70	-327	1282	271	-355	1344
-70	-327	1282	271	-355	1344
-60	-308	1262	270	-340	1326
-60	-308	1262	270	-340	1326
-33	-258	1224	265	-295	1287
-33	-258	1224	265	-295	1287
-24	-234	1213	261	-269	1272
-24	-234	1213	261	-269	1272
-15	-214	1205	258	-241	1258
-15	-214	1205	258	-241	1258
-3	-166	1196	243	-190	1240
-3	-166	1196	243	-190	1240
3	-142	1192	236	-163	1236
3	-142	1192	236	-163	1236
9	-122	1190	231	-138	1236
9	-122	1190	231	-138	1236
18	-83	1191	227	-101	1240
18	-83	1191	227	-101	1240
26	-54	1194	227	-74	1247
